"Title","Release Year","Locations","Fun Facts","Production Company","Distributor","Director","Writer","Actor 1","Actor 2","Actor 3","lat","lng"
"The Core","2003","Golden Gate Bridge","With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.","David Foster Productions","Paramount Pictures","John Amiel","Cooper Lane","Aaron Eckhart","Hilary Swank","",37.8199286,-122.4782551
"The Core","2003","Golden Gate Bridge","With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.","David Foster Productions","Paramount Pictures","John Amiel","Cooper Lane","Aaron Eckhart","Hilary Swank","",37.8199286,-122.4782551
"The Dead Pool","1988","Carl & Cole Streets (Cole Valley)","","Warner Bros. Pictures","Warner Bros. Pictures","Buddy Van Horn","Harry Julian Fink","Clint Eastwood","Liam Neeson","Patricia Clarkson","37.176706","-94.548394"
"The Dead Pool","1988","Pier 3 (The Embarcadero)","","Warner Bros. Pictures","Warner Bros. Pictures","Buddy Van Horn","Harry Julian Fink","Clint Eastwood","Liam Neeson","Patricia Clarkson","37.7980305","-122.394973"
"The Dead Pool","1988","Eber Electronics (2355 Market Street, Castro)","","Warner Bros. Pictures","Warner Bros. Pictures","Buddy Van Horn","Harry Julian Fink","Clint Eastwood","Liam Neeson","Patricia Clarkson","37.7628182","-122.4342344"
"The Dead Pool","1988","Nam Yuen Restaurant (740 Washington Street, Chinatown)","","Warner Bros. Pictures","Warner Bros. Pictures","Buddy Van Horn","Harry Julian Fink","Clint Eastwood","Liam Neeson","Patricia Clarkson","37.7953019","-122.4058351"
"The Dead Pool","1988","710 Steiner Street (Hayes Valley)","","Warner Bros. Pictures","Warner Bros. Pictures","Buddy Van Horn","Harry Julian Fink","Clint Eastwood","Liam Neeson","Patricia Clarkson","37.7760676","-122.4327231"
"The Dead Pool","1988","Clementina & Sumner Streets","","Warner Bros. Pictures","Warner Bros. Pictures","Buddy Van Horn","Harry Julian Fink","Clint Eastwood","Liam Neeson","Patricia Clarkson","-21.5591794","-50.4484644"
"The Dead Pool","1988","Fremont Street Exit of Bay Bridge","","Warner Bros. Pictures","Warner Bros. Pictures","Buddy Van Horn","Harry Julian Fink","Clint Eastwood","Liam Neeson","Patricia Clarkson","37.7982799","-122.3778182"
"The Dead Pool","1988","San Francisco National Military Cemetery (Lincoln Blvd., The Presidio, Golden Gate National Recreation Center)","","Warner Bros. Pictures","Warner Bros. Pictures","Buddy Van Horn","Harry Julian Fink","Clint Eastwood","Liam Neeson","Patricia Clarkson","37.7998167","-122.4644702"
"The Dead Pool","1988","22nd Bet. Carolina & Rhode Island Streets (Potrero Hill)","","Warner Bros. Pictures","Warner Bros. Pictures","Buddy Van Horn","Harry Julian Fink","Clint Eastwood","Liam Neeson","Patricia Clarkson","",""
"The Dead Pool","1988","San Francisco General Hospital Medical Center (1001 Potrero Avenue, Potrero Hill)","SF General Hospital is the only Level I Trauma Center serving San Francisco and northern San Mateo County.","Warner Bros. Pictures","Warner Bros. Pictures","Buddy Van Horn","Harry Julian Fink","Clint Eastwood","Liam Neeson","Patricia Clarkson",37.7556526,-122.4053537
"The Dead Pool","1988","KGO-TV ABC7 TV Studios (900 Front Street, Waterfront Historic District)","","Warner Bros. Pictures","Warner Bros. Pictures","Buddy Van Horn","Harry Julian Fink","Clint Eastwood","Liam Neeson","Patricia Clarkson","37.80013599999999","-122.3994771"
"The Dead Pool","1988","The Cannery (281 Leavenworth Street, Fisherman's Wharf)","","Warner Bros. Pictures","Warner Bros. Pictures","Buddy Van Horn","Harry Julian Fink","Clint Eastwood","Liam Neeson","Patricia Clarkson","37.807258","-122.419463"
"The Dead Pool","1988","23rd & Iowa Streets (Dogpatch)","","Warner Bros. Pictures","Warner Bros. Pictures","Buddy Van Horn","Harry Julian Fink","Clint Eastwood","Liam Neeson","Patricia Clarkson","34.0336328","-118.2810025"
"The Dead Pool","1988","550 El Camino Del Mar (Seacliff)","","Warner Bros. Pictures","Warner Bros. Pictures","Buddy Van Horn","Harry Julian Fink","Clint Eastwood","Liam Neeson","Patricia Clarkson","37.7875379","-122.4899528"
"The Dead Pool","1988","1954 Mason Street (North Beach)","","Warner Bros. Pictures","Warner Bros. Pictures","Buddy Van Horn","Harry Julian Fink","Clint Eastwood","Liam Neeson","Patricia Clarkson","37.8017281","-122.4127017"
"The Dead Pool","1988","22nd & Wisconsin Streets (Potrero Hill)","","Warner Bros. Pictures","Warner Bros. Pictures","Buddy Van Horn","Harry Julian Fink","Clint Eastwood","Liam Neeson","Patricia Clarkson","49.19996159999999","-122.9491178"
"The Dead Pool","1988","20th & De Haro Streets (Potrero Hill)","","Warner Bros. Pictures","Warner Bros. Pictures","Buddy Van Horn","Harry Julian Fink","Clint Eastwood","Liam Neeson","Patricia Clarkson","39.150966","-84.432859"
"The Dead Pool","1988","New Asia Restaurant (772 Pacific Avenue at Grant)","","Warner Bros. Pictures","Warner Bros. Pictures","Buddy Van Horn","Harry Julian Fink","Clint Eastwood","Liam Neeson","Patricia Clarkson","37.796959","-122.4080569"
"The Dead Pool","1988","Folsom & Essex Streets","","Warner Bros. Pictures","Warner Bros. Pictures","Buddy Van Horn","Harry Julian Fink","Clint Eastwood","Liam Neeson","Patricia Clarkson","38.6779591","-121.1760583"
"The Dead Pool","1988","Mirant Energy, LLC (1301 Illinois Street, The Dogpatch)","","Warner Bros. Pictures","Warner Bros. Pictures","Buddy Van Horn","Harry Julian Fink","Clint Eastwood","Liam Neeson","Patricia Clarkson","37.7554267","-122.3870888"
"The Dead Pool","1988","Pierce St. & Golden Gate Avenue (Hayes Valley)","","Warner Bros. Pictures","Warner Bros. Pictures","Buddy Van Horn","Harry Julian Fink","Clint Eastwood","Liam Neeson","Patricia Clarkson","29.750209","-95.3717312"
"The Dead Pool","1988","Pierce & California Streets (Pacific Heights)","","Warner Bros. Pictures","Warner Bros. Pictures","Buddy Van Horn","Harry Julian Fink","Clint Eastwood","Liam Neeson","Patricia Clarkson","34.1844597","-118.5791524"
"The Dead Pool","1988","Silver Restaurant (737 Washington Street, Chinatown)","","Warner Bros. Pictures","Warner Bros. Pictures","Buddy Van Horn","Harry Julian Fink","Clint Eastwood","Liam Neeson","Patricia Clarkson","37.7950706","-122.4061608"
"The Dead Pool","1988","Washington Square Park (North Beach)","Washington Square Park is not actually a square, as it has 5 sides. North Beach is not a beach. The statue in the Park is Ben Franklin, not George Washington.","Warner Bros. Pictures","Warner Bros. Pictures","Buddy Van Horn","Harry Julian Fink","Clint Eastwood","Liam Neeson","Patricia Clarkson",37.8008333,-122.41
"The Dead Pool","1988","Portsmouth Square (Chinatown)","","Warner Bros. Pictures","Warner Bros. Pictures","Buddy Van Horn","Harry Julian Fink","Clint Eastwood","Liam Neeson","Patricia Clarkson",37.794804,-122.4050955
"The Dead Pool","1988","One Thousand Powell Apartments (1000 Powell Street)","","Warner Bros. Pictures","Warner Bros. Pictures","Buddy Van Horn","Harry Julian Fink","Clint Eastwood","Liam Neeson","Patricia Clarkson","37.7940447","-122.4094054"
"The Dead Pool","1988","McAllister & Scott Streets (Hayes Valley)","","Warner Bros. Pictures","Warner Bros. Pictures","Buddy Van Horn","Harry Julian Fink","Clint Eastwood","Liam Neeson","Patricia Clarkson","36.058197","-95.81587800000001"
"The Dead Pool","1988","Hall of Justice (850 Bryant Street)","","Warner Bros. Pictures","Warner Bros. Pictures","Buddy Van Horn","Harry Julian Fink","Clint Eastwood","Liam Neeson","Patricia Clarkson",37.77514000000001,-122.4039924
"The Dead Pool","1988","San Francisco Drydock (The Dogpatch)","","Warner Bros. Pictures","Warner Bros. Pictures","Buddy Van Horn","Harry Julian Fink","Clint Eastwood","Liam Neeson","Patricia Clarkson","37.760628","-122.3866097"
"The Dead Pool","1988","San Francisco Drydock (The Dogpatch)","","Warner Bros. Pictures","Warner Bros. Pictures","Buddy Van Horn","Harry Julian Fink","Clint Eastwood","Liam Neeson","Patricia Clarkson",37.760628,-122.3866097
"The Dead Pool","1988","Hall of Justice (850 Bryant Street)","","Warner Bros. Pictures","Warner Bros. Pictures","Buddy Van Horn","Harry Julian Fink","Clint Eastwood","Liam Neeson","Patricia Clarkson",37.77514000000001,-122.4039924
"The Dead Pool","1988","McAllister & Scott Streets (Hayes Valley)","","Warner Bros. Pictures","Warner Bros. Pictures","Buddy Van Horn","Harry Julian Fink","Clint Eastwood","Liam Neeson","Patricia Clarkson",36.058197,-95.81587800000001
"The Dead Pool","1988","One Thousand Powell Apartments (1000 Powell Street)","","Warner Bros. Pictures","Warner Bros. Pictures","Buddy Van Horn","Harry Julian Fink","Clint Eastwood","Liam Neeson","Patricia Clarkson",37.7940447,-122.4094054
"The Dead Pool","1988","Portsmouth Square (Chinatown)","","Warner Bros. Pictures","Warner Bros. Pictures","Buddy Van Horn","Harry Julian Fink","Clint Eastwood","Liam Neeson","Patricia Clarkson",37.794804,-122.4050955
"The Dead Pool","1988","Washington Square Park (North Beach)","Washington Square Park is not actually a square, as it has 5 sides. North Beach is not a beach. The statue in the Park is Ben Franklin, not George Washington.","Warner Bros. Pictures","Warner Bros. Pictures","Buddy Van Horn","Harry Julian Fink","Clint Eastwood","Liam Neeson","Patricia Clarkson",37.8008333,-122.41
"The Dead Pool","1988","Silver Restaurant (737 Washington Street, Chinatown)","","Warner Bros. Pictures","Warner Bros. Pictures","Buddy Van Horn","Harry Julian Fink","Clint Eastwood","Liam Neeson","Patricia Clarkson",37.7950706,-122.4061608
"The Dead Pool","1988","Pierce & California Streets (Pacific Heights)","","Warner Bros. Pictures","Warner Bros. Pictures","Buddy Van Horn","Harry Julian Fink","Clint Eastwood","Liam Neeson","Patricia Clarkson",34.1844597,-118.5791524
"The Dead Pool","1988","Pierce St. & Golden Gate Avenue (Hayes Valley)","","Warner Bros. Pictures","Warner Bros. Pictures","Buddy Van Horn","Harry Julian Fink","Clint Eastwood","Liam Neeson","Patricia Clarkson",29.750209,-95.3717312
"The Dead Pool","1988","Mirant Energy, LLC (1301 Illinois Street, The Dogpatch)","","Warner Bros. Pictures","Warner Bros. Pictures","Buddy Van Horn","Harry Julian Fink","Clint Eastwood","Liam Neeson","Patricia Clarkson",37.7554267,-122.3870888
"The Dead Pool","1988","Folsom & Essex Streets","","Warner Bros. Pictures","Warner Bros. Pictures","Buddy Van Horn","Harry Julian Fink","Clint Eastwood","Liam Neeson","Patricia Clarkson",38.6779591,-121.1760583
"The Dead Pool","1988","New Asia Restaurant (772 Pacific Avenue at Grant)","","Warner Bros. Pictures","Warner Bros. Pictures","Buddy Van Horn","Harry Julian Fink","Clint Eastwood","Liam Neeson","Patricia Clarkson",37.796959,-122.4080569
"The Dead Pool","1988","20th & De Haro Streets (Potrero Hill)","","Warner Bros. Pictures","Warner Bros. Pictures","Buddy Van Horn","Harry Julian Fink","Clint Eastwood","Liam Neeson","Patricia Clarkson",37.2489731,-95.7229093
"The Dead Pool","1988","22nd & Wisconsin Streets (Potrero Hill)","","Warner Bros. Pictures","Warner Bros. Pictures","Buddy Van Horn","Harry Julian Fink","Clint Eastwood","Liam Neeson","Patricia Clarkson",49.19996159999999,-122.9491178
"The Dead Pool","1988","1954 Mason Street (North Beach)","","Warner Bros. Pictures","Warner Bros. Pictures","Buddy Van Horn","Harry Julian Fink","Clint Eastwood","Liam Neeson","Patricia Clarkson",37.8017281,-122.4127017
"The Dead Pool","1988","550 El Camino Del Mar (Seacliff)","","Warner Bros. Pictures","Warner Bros. Pictures","Buddy Van Horn","Harry Julian Fink","Clint Eastwood","Liam Neeson","Patricia Clarkson",37.7875379,-122.4899528
"The Dead Pool","1988","23rd & Iowa Streets (Dogpatch)","","Warner Bros. Pictures","Warner Bros. Pictures","Buddy Van Horn","Harry Julian Fink","Clint Eastwood","Liam Neeson","Patricia Clarkson",38.9430226,-95.2810662
"The Dead Pool","1988","The Cannery (281 Leavenworth Street, Fisherman's Wharf)","","Warner Bros. Pictures","Warner Bros. Pictures","Buddy Van Horn","Harry Julian Fink","Clint Eastwood","Liam Neeson","Patricia Clarkson",37.807258,-122.419463
"The Dead Pool","1988","KGO-TV ABC7 TV Studios (900 Front Street, Waterfront Historic District)","","Warner Bros. Pictures","Warner Bros. Pictures","Buddy Van Horn","Harry Julian Fink","Clint Eastwood","Liam Neeson","Patricia Clarkson",37.80013599999999,-122.3994771
"The Dead Pool","1988","22nd Bet. Carolina & Rhode Island Streets (Potrero Hill)","","Warner Bros. Pictures","Warner Bros. Pictures","Buddy Van Horn","Harry Julian Fink","Clint Eastwood","Liam Neeson","Patricia Clarkson","",""
"The Dead Pool","1988","San Francisco National Military Cemetery (Lincoln Blvd., The Presidio, Golden Gate National Recreation Center)","","Warner Bros. Pictures","Warner Bros. Pictures","Buddy Van Horn","Harry Julian Fink","Clint Eastwood","Liam Neeson","Patricia Clarkson",37.7998167,-122.4644702
"The Dead Pool","1988","Fremont Street Exit of Bay Bridge","","Warner Bros. Pictures","Warner Bros. Pictures","Buddy Van Horn","Harry Julian Fink","Clint Eastwood","Liam Neeson","Patricia Clarkson",37.7982799,-122.3778182
"The Dead Pool","1988","Clementina & Sumner Streets","","Warner Bros. Pictures","Warner Bros. Pictures","Buddy Van Horn","Harry Julian Fink","Clint Eastwood","Liam Neeson","Patricia Clarkson",-21.5591794,-50.4484644
"The Dead Pool","1988","710 Steiner Street (Hayes Valley)","","Warner Bros. Pictures","Warner Bros. Pictures","Buddy Van Horn","Harry Julian Fink","Clint Eastwood","Liam Neeson","Patricia Clarkson",37.7760676,-122.4327231
"The Dead Pool","1988","Nam Yuen Restaurant (740 Washington Street, Chinatown)","","Warner Bros. Pictures","Warner Bros. Pictures","Buddy Van Horn","Harry Julian Fink","Clint Eastwood","Liam Neeson","Patricia Clarkson",37.7953019,-122.4058351
"The Dead Pool","1988","Eber Electronics (2355 Market Street, Castro)","","Warner Bros. Pictures","Warner Bros. Pictures","Buddy Van Horn","Harry Julian Fink","Clint Eastwood","Liam Neeson","Patricia Clarkson",37.7628182,-122.4342344
"The Dead Pool","1988","San Francisco General Hospital Medical Center (1001 Potrero Avenue, Potrero Hill)","SF General Hospital is the only Level I Trauma Center serving San Francisco and northern San Mateo County. ","Warner Bros. Pictures","Warner Bros. Pictures","Buddy Van Horn","Harry Julian Fink","Clint Eastwood","Liam Neeson","Patricia Clarkson",37.7556526,-122.4053537
"The Dead Pool","1988","Pier 3 (The Embarcadero)","","Warner Bros. Pictures","Warner Bros. Pictures","Buddy Van Horn","Harry Julian Fink","Clint Eastwood","Liam Neeson","Patricia Clarkson",37.7980305,-122.394973
"The Dead Pool","1988","Carl & Cole Streets (Cole Valley)","","Warner Bros. Pictures","Warner Bros. Pictures","Buddy Van Horn","Harry Julian Fink","Clint Eastwood","Liam Neeson","Patricia Clarkson",37.176706,-94.548394
"The Diary of a Teenage Girl","2015","Ocean Beach at Point Lobos","","Diary the Movie, LLC","Sony Pictures Classics","Marielle Heller","Marielle Heller","Alexander Skarsgard","Kristen Wiig","Christopher Meloni","37.7772502","-122.5125725"
"The Diary of a Teenage Girl","2015","The Royal Oak","","Diary the Movie, LLC","Sony Pictures Classics","Marielle Heller","Marielle Heller","Alexander Skarsgard","Kristen Wiig","Christopher Meloni","37.797001","-122.42225"
"The Diary of a Teenage Girl","2015","The Magazine at 920 Larkin","","Diary the Movie, LLC","Sony Pictures Classics","Marielle Heller","Marielle Heller","Alexander Skarsgard","Kristen Wiig","Christopher Meloni","37.7864628","-122.418059"
"The Diary of a Teenage Girl","2015","SPECS' Twelve Adler Museum Café","","Diary the Movie, LLC","Sony Pictures Classics","Marielle Heller","Marielle Heller","Alexander Skarsgard","Kristen Wiig","Christopher Meloni","37.7976253","-122.4059732"
"The Diary of a Teenage Girl","2015","Tonic","","Diary the Movie, LLC","Sony Pictures Classics","Marielle Heller","Marielle Heller","Alexander Skarsgard","Kristen Wiig","Christopher Meloni","37.7570539","-122.3878253"
"The Diary of a Teenage Girl","2015","Victoria Theatre","","Diary the Movie, LLC","Sony Pictures Classics","Marielle Heller","Marielle Heller","Alexander Skarsgard","Kristen Wiig","Christopher Meloni","37.76486149999999","-122.4188964"
"The Diary of a Teenage Girl","2015","Presidio Branch Library","","Diary the Movie, LLC","Sony Pictures Classics","Marielle Heller","Marielle Heller","Alexander Skarsgard","Kristen Wiig","Christopher Meloni","37.7888519","-122.444892"
"The Diary of a Teenage Girl","2015","Tank Hill Park","","Diary the Movie, LLC","Sony Pictures Classics","Marielle Heller","Marielle Heller","Alexander Skarsgard","Kristen Wiig","Christopher Meloni",37.759931,-122.4477144
"The Diary of a Teenage Girl","2015","304 Lily St.","","Diary the Movie, LLC","Sony Pictures Classics","Marielle Heller","Marielle Heller","Alexander Skarsgard","Kristen Wiig","Christopher Meloni","37.7742084","-122.4261039"
"The Diary of a Teenage Girl","2015","Higher Grounds Coffee House","","Diary the Movie, LLC","Sony Pictures Classics","Marielle Heller","Marielle Heller","Alexander Skarsgard","Kristen Wiig","Christopher Meloni","37.7344121","-122.4337293"
"The Diary of a Teenage Girl","2015","700 Kansas St.","","Diary the Movie, LLC","Sony Pictures Classics","Marielle Heller","Marielle Heller","Alexander Skarsgard","Kristen Wiig","Christopher Meloni","37.7607559","-122.403488"
"The Diary of a Teenage Girl","2015","Polk and Northpoint St.","","Diary the Movie, LLC","Sony Pictures Classics","Marielle Heller","Marielle Heller","Alexander Skarsgard","Kristen Wiig","Christopher Meloni","37.8052968","-122.4236765"
"The Diary of a Teenage Girl","2015","770 Haight St.","","Diary the Movie, LLC","Sony Pictures Classics","Marielle Heller","Marielle Heller","Alexander Skarsgard","Kristen Wiig","Christopher Meloni","37.771831","-122.43489"
"The Diary of a Teenage Girl","2015","Hamburger Haven","","Diary the Movie, LLC","Sony Pictures Classics","Marielle Heller","Marielle Heller","Alexander Skarsgard","Kristen Wiig","Christopher Meloni","37.7829633","-122.4678211"
"The Diary of a Teenage Girl","2015","Geary St. from Polk to Larkin","","Diary the Movie, LLC","Sony Pictures Classics","Marielle Heller","Marielle Heller","Alexander Skarsgard","Kristen Wiig","Christopher Meloni","37.792032","-122.4208479"
"The Diary of a Teenage Girl","2015","Yerba Buena Island","","Diary the Movie, LLC","Sony Pictures Classics","Marielle Heller","Marielle Heller","Alexander Skarsgard","Kristen Wiig","Christopher Meloni","37.8108709","-122.3668348"
"The Diary of a Teenage Girl","2015","Victoria Theatre","","Diary the Movie, LLC","Sony Pictures Classics","Marielle Heller","Marielle Heller","Alexander Skarsgard","Kristen Wiig","Christopher Meloni",37.76486149999999,-122.4188964
"The Diary of a Teenage Girl","2015","SPECS' Twelve Adler Museum Café","","Diary the Movie, LLC","Sony Pictures Classics","Marielle Heller","Marielle Heller","Alexander Skarsgard","Kristen Wiig","Christopher Meloni",37.7976253,-122.4059732
"The Diary of a Teenage Girl","2015","Ocean Beach at Point Lobos","","Diary the Movie, LLC","Sony Pictures Classics","Marielle Heller","Marielle Heller","Alexander Skarsgard","Kristen Wiig","Christopher Meloni",37.7772502,-122.5125725
"The Diary of a Teenage Girl","2015","700 Kansas St.","","Diary the Movie, LLC","Sony Pictures Classics","Marielle Heller","Marielle Heller","Alexander Skarsgard","Kristen Wiig","Christopher Meloni",37.7607559,-122.403488
"The Diary of a Teenage Girl","2015","Presidio Branch Library","","Diary the Movie, LLC","Sony Pictures Classics","Marielle Heller","Marielle Heller","Alexander Skarsgard","Kristen Wiig","Christopher Meloni",37.7888519,-122.444892
"The Diary of a Teenage Girl","2015","The Royal Oak","","Diary the Movie, LLC","Sony Pictures Classics","Marielle Heller","Marielle Heller","Alexander Skarsgard","Kristen Wiig","Christopher Meloni",37.797001,-122.42225
"The Diary of a Teenage Girl","2015","Tonic","","Diary the Movie, LLC","Sony Pictures Classics","Marielle Heller","Marielle Heller","Alexander Skarsgard","Kristen Wiig","Christopher Meloni",37.7570539,-122.3878253
"The Diary of a Teenage Girl","2015","Polk and Northpoint St.","","Diary the Movie, LLC","Sony Pictures Classics","Marielle Heller","Marielle Heller","Alexander Skarsgard","Kristen Wiig","Christopher Meloni",37.8052968,-122.4236765
"The Diary of a Teenage Girl","2015","770 Haight St.","","Diary the Movie, LLC","Sony Pictures Classics","Marielle Heller","Marielle Heller","Alexander Skarsgard","Kristen Wiig","Christopher Meloni",37.771831,-122.43489
"The Diary of a Teenage Girl","2015","Tank Hill Park","","Diary the Movie, LLC","Sony Pictures Classics","Marielle Heller","Marielle Heller","Alexander Skarsgard","Kristen Wiig","Christopher Meloni",37.759931,-122.4477144
"The Diary of a Teenage Girl","2015","Hamburger Haven","","Diary the Movie, LLC","Sony Pictures Classics","Marielle Heller","Marielle Heller","Alexander Skarsgard","Kristen Wiig","Christopher Meloni",37.7829633,-122.4678211
"The Diary of a Teenage Girl","2015","Higher Grounds Coffee House","","Diary the Movie, LLC","Sony Pictures Classics","Marielle Heller","Marielle Heller","Alexander Skarsgard","Kristen Wiig","Christopher Meloni",37.7344121,-122.4337293
"The Diary of a Teenage Girl","2015","304 Lily St.","","Diary the Movie, LLC","Sony Pictures Classics","Marielle Heller","Marielle Heller","Alexander Skarsgard","Kristen Wiig","Christopher Meloni",37.7742084,-122.4261039
"The Diary of a Teenage Girl","2015","The Magazine at 920 Larkin","","Diary the Movie, LLC","Sony Pictures Classics","Marielle Heller","Marielle Heller","Alexander Skarsgard","Kristen Wiig","Christopher Meloni",37.7864628,-122.418059
"The Diary of a Teenage Girl","2015","Geary St. from Polk to Larkin","","Diary the Movie, LLC","Sony Pictures Classics","Marielle Heller","Marielle Heller","Alexander Skarsgard","Kristen Wiig","Christopher Meloni",37.792032,-122.4208479
"The Diary of a Teenage Girl","2015","Yerba Buena Island","","Diary the Movie, LLC","Sony Pictures Classics","Marielle Heller","Marielle Heller","Alexander Skarsgard","Kristen Wiig","Christopher Meloni",37.8108709,-122.3668348
"The Doctor","1991","","","Silver Screen Partners IV","Buena Vista Pictures","Randa Haines","Robert Caswell","William Hurt","Christine Lahti","",37.7749295,-122.4194155
"The Doctor","1991","","","Silver Screen Partners IV","Buena Vista Pictures","Randa Haines","Robert Caswell","William Hurt","Christine Lahti","",37.7749295,-122.4194155
"The Doors","1991","","","Bill Graham Films","TriStar Pictures","Oliver Stone","J. Randal Johnson","Val Kilmer","Meg Ryan","",37.7749295,-122.4194155
"The Doors","1991","","","Bill Graham Films","TriStar Pictures","Oliver Stone","J. Randal Johnson","Val Kilmer","Meg Ryan","",37.7749295,-122.4194155
"The Enforcer","1976","Coit Tower","The Tower was funded by a gift bequeathed by Lillie Hitchcock Coit, a socialite who reportedly liked to chase fires. Though the tower resembles a firehose nozzle, it was not designed this way.","Warner Bros. Pictures","Warner Bros. Pictures","James Fargo","Stirling Silliphant","Clint Eastwood","Tyne Daly","Harry Guardino",37.8023949,-122.4058222
"The Enforcer","1976","City Hall","The dome of SF's City Hall is almost a foot taller than that of the US Capitol Building. In 1954, Joe DiMaggio and Marilyn Monroe married at the Beaux Arts-style building.","Warner Bros. Pictures","Warner Bros. Pictures","James Fargo","Stirling Silliphant","Clint Eastwood","Tyne Daly","Harry Guardino",37.7894465,-122.3950747
"The Enforcer","1976","Alcatraz Island","Alcatraz Island was a military fort before it became a prison.","Warner Bros. Pictures","Warner Bros. Pictures","James Fargo","Stirling Silliphant","Clint Eastwood","Tyne Daly","Harry Guardino",37.8269775,-122.4229555
"The Enforcer","1976","Hall of Justice","","Warner Bros. Pictures","Warner Bros. Pictures","James Fargo","Stirling Silliphant","Clint Eastwood","Tyne Daly","Harry Guardino","37.77514000000001","-122.4039924"
"The Enforcer","1976","24th Street Mini Park (Mission District)","","Warner Bros. Pictures","Warner Bros. Pictures","James Fargo","Stirling Silliphant","Clint Eastwood","Tyne Daly","Harry Guardino","37.7530458","-122.4085877"
"The Enforcer","1976","23rd & Capp Streets (Mission District)","","Warner Bros. Pictures","Warner Bros. Pictures","James Fargo","Stirling Silliphant","Clint Eastwood","Tyne Daly","Harry Guardino","34.0336328","-118.2810025"
"The Enforcer","1976","Lefty O' Doul Drawbridge/ 3rd Street Bridge (3rd Street, China Basin)","This is SF's only drawbridge, and was named after Francis Joseph ""Lefty"" O'Doul, a local baseball hero.","Warner Bros. Pictures","Warner Bros. Pictures","James Fargo","Stirling Silliphant","Clint Eastwood","Tyne Daly","Harry Guardino",37.7765425,-122.3901325
"The Enforcer","1976","Sutter & Webster Streets","","Warner Bros. Pictures","Warner Bros. Pictures","James Fargo","Stirling Silliphant","Clint Eastwood","Tyne Daly","Harry Guardino","37.0905098","-94.3135132"
"The Enforcer","1976","Balmy Street (Mission District)","","Warner Bros. Pictures","Warner Bros. Pictures","James Fargo","Stirling Silliphant","Clint Eastwood","Tyne Daly","Harry Guardino","37.7517298","-122.4124058"
"The Enforcer","1976","Balmy Street (Mission District)","","Warner Bros. Pictures","Warner Bros. Pictures","James Fargo","Stirling Silliphant","Clint Eastwood","Tyne Daly","Harry Guardino",37.7517298,-122.4124058
"The Enforcer","1976","Sutter & Webster Streets","","Warner Bros. Pictures","Warner Bros. Pictures","James Fargo","Stirling Silliphant","Clint Eastwood","Tyne Daly","Harry Guardino",37.0905098,-94.3135132
"The Enforcer","1976","Lefty O' Doul Drawbridge/ 3rd Street Bridge (3rd Street, China Basin)","This is SF's only drawbridge, and was named after Francis Joseph ""Lefty"" O'Doul, a local baseball hero.","Warner Bros. Pictures","Warner Bros. Pictures","James Fargo","Stirling Silliphant","Clint Eastwood","Tyne Daly","Harry Guardino",37.7765425,-122.3901325
"The Enforcer","1976","23rd & Capp Streets (Mission District)","","Warner Bros. Pictures","Warner Bros. Pictures","James Fargo","Stirling Silliphant","Clint Eastwood","Tyne Daly","Harry Guardino",38.9430226,-95.2810662
"The Enforcer","1976","24th Street Mini Park (Mission District)","","Warner Bros. Pictures","Warner Bros. Pictures","James Fargo","Stirling Silliphant","Clint Eastwood","Tyne Daly","Harry Guardino",37.7530458,-122.4085877
"The Enforcer","1976","Hall of Justice","","Warner Bros. Pictures","Warner Bros. Pictures","James Fargo","Stirling Silliphant","Clint Eastwood","Tyne Daly","Harry Guardino",37.77514000000001,-122.4039924
"The Enforcer","1976","Alcatraz Island","Alcatraz Island was a military fort before it became a prison.","Warner Bros. Pictures","Warner Bros. Pictures","James Fargo","Stirling Silliphant","Clint Eastwood","Tyne Daly","Harry Guardino",37.8269775,-122.4229555
"The Enforcer","1976","City Hall","The dome of SF's City Hall is almost a foot taller than that of the US Capitol Building. In 1954, Joe DiMaggio and Marilyn Monroe married at the Beaux Arts-style building.","Warner Bros. Pictures","Warner Bros. Pictures","James Fargo","Stirling Silliphant","Clint Eastwood","Tyne Daly","Harry Guardino",37.7894465,-122.3950747
"The Enforcer","1976","Coit Tower","The Tower was funded by a gift bequeathed by Lillie Hitchcock Coit, a socialite who reportedly liked to chase fires. Though the tower resembles a firehose nozzle, it was not designed this way.","Warner Bros. Pictures","Warner Bros. Pictures","James Fargo","Stirling Silliphant","Clint Eastwood","Tyne Daly","Harry Guardino",37.8023949,-122.4058222
"The Fan","1996","Candlestick Park (602 Jamestown Ave.)","Then Vice President Richard Nixon threw out the first pitch when Candlestick opened in 1960. On August 29, 1966, The Beatles played their last concert for paying fans at Candlestick Park.","Mandalay Entertainment","Columbia TriStar","Tony Scott","Phoef Sutton","Robert De Niro","Wesley Snipes","",37.7135308,-122.3861392
"The Fan","1996","Candlestick Park (602 Jamestown Ave.)","Then Vice President Richard Nixon threw out the first pitch when Candlestick opened in 1960. On August 29, 1966, The Beatles played their last concert for paying fans at Candlestick Park.","Mandalay Entertainment","Columbia TriStar","Tony Scott","Phoef Sutton","Robert De Niro","Wesley Snipes","",37.7135308,-122.3861392
"The Fog of War","2003","","","Sony Pictures Classics","Sony Pictures Classics","Errol Morris","N/A","Robert McNamara","","",37.7749295,-122.4194155
